0.1 -0.999947 5.14631e-05
0.2 -1 0
0.3 -0.999956 3.01171e-05
0.4 -0.996415 0.0006758
0.5 -0.970372 0.00156706
0.6 -0.933832 0.00139478
0.7 -0.891361 0.00110882
0.8 -0.847795 0.000735542
0.9 -0.804385 0.000629146
1 -0.76117 0.000524753
1.1 -0.721506 0.000588955
1.2 -0.682942 0.000461143
1.3 -0.646889 0.000523578
1.4 -0.613807 0.000335108
1.5 -0.583012 0.000359835
1.6 -0.554703 0.000394054
1.7 -0.528285 0.000350183
1.8 -0.504553 0.000378409
1.9 -0.482536 0.000363613
2 -0.462158 0.00030842
2.1 -0.443416 0.000310728
2.2 -0.425814 0.000330426
2.3 -0.409538 0.000337664
2.4 -0.394364 0.000339104
2.5 -0.380146 0.000332596
2.6 -0.367138 0.000302733
2.7 -0.354783 0.000299457
2.8 -0.34293 0.000358977
2.9 -0.33215 0.000335857
3 -0.321851 0.000320649
3.1 -0.312234 0.000336534
