           1    -0.93532    -0.93532           0
           2   -0.940096   -0.937708  0.00168857
           3   -0.941336   -0.938917  0.00149741
           4   -0.928056   -0.936202  0.00260596
           5   -0.929088   -0.934779  0.00244249
           6   -0.932048   -0.934324  0.00207739
           7   -0.929024   -0.933567  0.00191363
           8   -0.932448   -0.933427  0.00167953
           9   -0.929072   -0.932943  0.00156107
          10   -0.923288   -0.931978  0.00167717
          11   -0.927112   -0.931535  0.00158195
          12   -0.946968   -0.932821  0.00190236
          13   -0.941384    -0.93348  0.00186657
          14   -0.933568   -0.933486  0.00173326
          15   -0.927448   -0.933084   0.0016638
          16   -0.927456   -0.932732  0.00159656
          17   -0.936496   -0.932953  0.00151792
          18   -0.936712   -0.933162  0.00144788
          19   -0.942872   -0.933673  0.00145908
          20   -0.936856   -0.933832  0.00139478
           1   -0.966904   -0.966904           0
           2   -0.971462   -0.969183   0.0016115
           3   -0.965274    -0.96788  0.00151208
           4   -0.966678    -0.96758  0.00116356
           5   -0.983683     -0.9708  0.00302729
           6   -0.961493   -0.969249  0.00289302
           7   -0.968612   -0.969158  0.00248116
           8    -0.96038   -0.968061  0.00240139
           9   -0.963292   -0.967531  0.00219224
          10   -0.956621    -0.96644  0.00222801
          11   -0.967867    -0.96657  0.00202924
          12   -0.962209   -0.966206  0.00189238
          13    -0.97595   -0.966956  0.00188941
          14   -0.973208   -0.967402  0.00180645
          15    -0.95961   -0.966883  0.00175914
          16   -0.957532   -0.966298  0.00174358
          17    -0.96727   -0.966356  0.00164195
          18   -0.957059   -0.965839  0.00162995
          19   -0.965289    -0.96581  0.00154442
          20    -0.96042   -0.965541  0.00149053
