           1    0.335885    0.335885           0
           2    0.350897    0.343391   0.0053074
           3    0.344894    0.343892  0.00356184
           4    0.348864    0.345135   0.0028801
           5    0.348208     0.34575  0.00236874
           6    0.335073     0.34397  0.00255643
           7    0.347224    0.344435  0.00223308
           8    0.337437     0.34356  0.00211836
           9    0.339938    0.343158  0.00192084
          10    0.342134    0.343055  0.00173148
          11    0.350656    0.343746  0.00170637
          12    0.346152    0.343947  0.00157591
          13    0.341202    0.343736  0.00146876
          14    0.322537    0.342222  0.00199727
          15    0.339853    0.342064  0.00187035
          16    0.362997    0.343372  0.00216319
          17    0.344631    0.343446  0.00203721
          18    0.343826    0.343467  0.00192414
          19    0.337669    0.343162  0.00184691
          20    0.338255    0.342917  0.00177079
           1    0.342481    0.342481           0
           2     0.35228     0.34738  0.00346436
           3    0.356382    0.350381  0.00336695
           4    0.358446    0.352397   0.0030702
           5    0.348551    0.351628  0.00255069
           6    0.343263    0.350234  0.00247747
           7    0.345911    0.349616  0.00219918
           8    0.344653    0.348996   0.0020099
           9    0.349898    0.349096  0.00178907
          10    0.349786    0.349165  0.00161149
          11    0.357317    0.349906   0.0016265
          12    0.355039    0.350334  0.00154619
          13    0.350489    0.350346  0.00142729
          14    0.326373    0.348633  0.00211643
          15    0.349054    0.348661  0.00197552
          16    0.364198    0.349632  0.00207705
          17    0.347428    0.349503  0.00195891
          18    0.350587    0.349563  0.00185101
          19    0.347928    0.349477  0.00175559
          20    0.342021    0.349104  0.00170693
