           1  0.00035552  0.00035552           0
           2           0  0.00017776 0.000125695
           3           0 0.000118507 9.67603e-05
           4    0.003552  0.00097688 0.000746907
           5  0.00142165  0.00106583 0.000602799
           6           0 0.000888196 0.000527859
           7  0.00035552 0.000812099 0.000457902
           8           0 0.000710587 0.000411763
           9           0 0.000631633 0.000373504
          10           0 0.000568469 0.000341453
          11  0.00532533  0.00100091 0.000516102
          12           0 0.000917502 0.000479786
          13  0.00035552 0.000874273 0.000444823
          14           0 0.000811825  0.00041741
          15  0.00035552 0.000781404  0.00039069
          16    0.027167   0.0024305   0.0016382
          17           0  0.00228753  0.00154806
          18           0  0.00216045  0.00146727
          19           0  0.00204674  0.00139444
          20           0   0.0019444  0.00132847
           1 0.000362666 0.000362666           0
           2-1.57898e-13 0.000181333 0.000128222
           3-1.57898e-13 0.000120889 9.87052e-05
           4  0.00330479 0.000916865 0.000693299
           5  0.00146473  0.00102644 0.000563231
           6-1.57898e-13 0.000855365 0.000494658
           7 0.000362666 0.000784979 0.000428971
           8-1.57898e-13 0.000686857 0.000386409
           9-1.57898e-13 0.000610539  0.00035093
          10-1.57898e-13 0.000549485 0.000321104
          11 0.000362666 0.000532502 0.000292362
          12-1.57898e-13 0.000488127 0.000271345
          13 0.000362666 0.000478476 0.000250644
          14-1.57898e-13 0.000444299 0.000235059
          15 0.000362666 0.000438857 0.000219452
          16   0.0150753  0.00135364 0.000909312
          17-1.57898e-13  0.00127401 0.000859303
          18-1.57898e-13  0.00120323 0.000814473
          19-1.57898e-13  0.00113991 0.000774064
          20-1.57898e-13  0.00108291 0.000737457
