0.1 0.0397212 0.0387155
0.2 0 0
0.3 0.0019444 0.00132847
0.4 0.0832988 0.0151218
0.5 0.347684 0.0119354
0.6 0.409377 0.00753627
0.7 0.429714 0.00542472
0.8 0.437705 0.00469905
0.9 0.434812 0.00282777
1 0.418805 0.00201872
1.1 0.399337 0.00170279
1.2 0.373603 0.00184496
1.3 0.342917 0.00177079
1.4 0.317202 0.00101024
1.5 0.295301 0.00111632
1.6 0.272006 0.00107167
1.7 0.250527 0.00121253
1.8 0.230382 0.00115555
1.9 0.213506 0.000886877
2 0.197579 0.000686255
2.1 0.182437 0.000683763
2.2 0.169911 0.000660487
2.3 0.157869 0.000568885
2.4 0.147001 0.000530633
2.5 0.136827 0.000464909
2.6 0.127923 0.000459412
2.7 0.119918 0.000436561
2.8 0.112581 0.000430304
2.9 0.105777 0.000393653
3 0.099587 0.000344769
3.1 0.0938813 0.000329054
