           1    0.126356    0.126356           0
           2    0.127672    0.127014 0.000465079
           3    0.133542     0.12919  0.00180349
           4    0.127346    0.128729   0.0014103
           5    0.126227    0.128229  0.00121379
           6    0.126782    0.127988  0.00103515
           7    0.130844    0.128396 0.000964383
           8    0.127827    0.128325 0.000846451
           9    0.128857    0.128384 0.000754462
          10    0.126928    0.128238 0.000692913
          11     0.12526    0.127967 0.000680762
          12    0.130081    0.128144 0.000646411
          13    0.128089    0.128139 0.000596701
          14    0.124722    0.127895 0.000601943
          15    0.126889    0.127828 0.000565537
          16    0.128532    0.127872 0.000531899
          17    0.129967    0.127995 0.000514694
          18    0.129435    0.128075 0.000492278
          19    0.125622    0.127946 0.000483003
          20    0.127481    0.127923 0.000459412
           1     0.12744     0.12744           0
           2     0.12833    0.127885 0.000314632
           3    0.132725    0.129498  0.00133377
           4    0.127613    0.129027  0.00108038
           5    0.127547    0.128731 0.000903916
           6    0.127179    0.128472 0.000789386
           7    0.131518    0.128907 0.000787429
           8      0.1297    0.129007 0.000695208
           9      0.1292    0.129028 0.000618294
          10    0.127805    0.128906 0.000568426
          11    0.125227    0.128571 0.000607221
          12    0.129634     0.12866 0.000563043
          13    0.128177    0.128623 0.000520955
          14    0.125723    0.128416 0.000523308
          15    0.127768    0.128372 0.000490199
          16    0.128937    0.128408 0.000460829
          17    0.131416    0.128585 0.000466469
          18     0.13009    0.128668 0.000447987
          19    0.125512    0.128502 0.000454163
          20    0.128211    0.128488 0.000431688
