           1    0.966923    0.966923           0
           2    0.987347    0.977135  0.00722074
           3    0.947447    0.967239   0.0094054
           4    0.971173    0.968222   0.0071053
           5    0.962413    0.967061  0.00577845
           6    0.952687    0.964665  0.00528871
           7     0.95894    0.963847  0.00459599
           8    0.939303    0.960779  0.00494047
           9    0.950527     0.95964  0.00452096
          10     0.95258    0.958934  0.00412362
          11    0.973817    0.960287  0.00396449
          12    0.972523    0.961307  0.00376297
          13     0.99946    0.964242  0.00447394
          14    0.927893    0.961645  0.00484955
          15    0.987573    0.963374  0.00482448
          16    0.975263    0.964117  0.00457982
          17     0.94282    0.962864  0.00447848
          18    0.950147    0.962158  0.00428504
          19    0.960387    0.962064  0.00406053
          20    0.964057    0.962164  0.00385872
