           1    0.792841    0.792841           0
           2    0.756409    0.774625   0.0128809
           3    0.784151      0.7778  0.00897009
           4     0.77587    0.777318  0.00674054
           5    0.778862    0.777627  0.00539951
           6    0.761348    0.774914  0.00513618
           7    0.769025    0.774072  0.00447079
           8    0.782767    0.775159   0.0040419
           9    0.769404     0.77452  0.00364303
          10     0.79339    0.776407  0.00373559
          11     0.78045    0.776774  0.00341403
          12    0.769588    0.776176  0.00318162
          13    0.779793    0.776454  0.00294902
          14    0.797141    0.777931  0.00308645
          15    0.783757     0.77832  0.00290502
          16    0.750649     0.77659  0.00319706
          17    0.814966    0.778848  0.00372157
          18    0.771716    0.778452  0.00353585
          19    0.798593    0.779512  0.00350506
          20     0.76325    0.778699  0.00342281
