           1      24.343      24.343           0
           2     23.3063     23.8247    0.366548
           3     25.8062     24.4852    0.592081
           4     24.0696     24.3813    0.453083
           5     22.8686     24.0787    0.452334
           6     22.1108     23.7508     0.48139
           7     20.8591     23.3377    0.562603
           8     23.4728     23.3546    0.492531
           9     25.9466     23.6426    0.515173
          10     24.2542     23.7037    0.467272
          11     22.4822     23.5927     0.43779
          12     28.3155     23.9862    0.550485
          13     22.7553     23.8915    0.516219
          14     24.8937     23.9631    0.484284
          15     24.6912     24.0117    0.454424
          16     22.2203     23.8997    0.439598
          17     24.9673     23.9625    0.418201
          18     27.3526     24.1508    0.435316
          19     26.9181     24.2965    0.436089
          20     27.3665       24.45    0.440472
