10 42.6239
20 28.4854
30 25.6021
40 22.4815
50 22.3989
60 21.344
70 21.6429
80 22.0638
90 21.102
100 20.9874
110 22.0677
120 20.9822
130 20.5299
140 21.8625
150 20.7933
160 22.3577
170 20.8714
180 20.7469
190 21.2868
200 20.164
210 21.4304
220 21.9293
230 22.8897
240 21.8005
250 20.4638
260 21.1644
270 22.4577
280 22.0337
290 22.1783
300 21.5848
