0.440033 1.34337 0.29212
0.701304 0.489063 -1.04552
0.0516959 -0.118515 0.186193
0.278751 0.276401 0.177959
-0.675321 2.99408 -0.0231711
0.308601 0.71087 -0.748308
0.706413 0.588589 0.603096
2.69491 1.33542 -0.106345
0.72267 -2.73907 0.307082
0.321564 0.494844 1.83295
-0.0378776 -1.05134 0.511625
-0.465691 0.77483 2.11172
2.15635 0.218696 1.31446
-0.254787 0.76278 -0.0195426
0.706576 0.211463 -0.142589
0.181448 0.618639 -0.302455
-0.215014 -0.930347 0.00926302
0.259218 -0.300256 -0.111576
0.259218 -0.300256 -0.111576
1.8021 -0.0196409 0.66478
-0.425741 -0.174349 0.794813
-1.25405 -1.77083 0.694061
0.692983 0.596171 0.564435
-0.295701 0.783849 1.13335
-1.12744 0.34304 2.21857
-1.83908 0.33249 1.57166
-0.165348 -1.58021 1.11972
0.589513 -1.23874 2.35514
0.487345 1.13203 0.400449
-0.235213 -0.0289231 0.509082
-0.408506 -1.31711 0.838719
-0.00655675 -0.604095 1.99419
-1.85623 1.78924 -0.161792
-0.520021 0.27633 0.515523
-0.443291 -0.798915 1.4769
-0.00598831 -0.38794 -0.17158
-0.181002 0.214095 -1.0195
-0.273095 0.626494 0.910224
-3.75973 0.359002 2.74697
-4.37294 0.885305 -0.528894
-0.130555 -1.15676 2.9791
1.37975 -1.06855 0.5938
1.00602 -0.617271 -1.22647
-0.243852 -1.33827 0.132027
-0.802449 -0.884079 -0.854925
-0.47319 -0.0423311 0.0829761
0.171762 0.0416643 0.039912
-0.731655 0.151316 -0.0932195
0.466254 -0.190795 0.736844
-0.470452 -0.685178 -0.0502628
-1.31915 0.562451 0.158441
-0.55359 -0.612769 2.67492
0.949407 0.493564 0.915467
-0.293151 0.131449 0.563412
0.614282 -0.0204821 -0.644374
-0.454454 2.35154 -0.38862
0.997462 1.19948 0.226912
0.388784 -0.0958813 -0.385883
0.0675429 0.753187 0.570171
-1.81701 -0.266186 0.103711
-1.70006 0.95669 0.680547
0.838918 -0.52896 -0.213615
-0.330095 -0.29362 0.517709
-0.324684 0.348883 -0.62773
0.222958 0.137342 1.18104
-0.146728 -0.321379 1.82426
-0.217659 0.744842 0.131709
