           1   -0.997768   -0.997768           0
           2          -1   -0.998884 0.000789131
           3          -1   -0.999256 0.000607473
           4          -1   -0.999442 0.000483242
           5          -1   -0.999554 0.000399272
           6          -1   -0.999628 0.000339588
           7          -1   -0.999681 0.000295204
           8          -1   -0.999721 0.000260981
           9          -1   -0.999752 0.000233817
          10          -1   -0.999777 0.000211746
          11          -1   -0.999797 0.000193466
          12          -1   -0.999814 0.000178081
          13          -1   -0.999828 0.000164957
          14          -1   -0.999841 0.000153629
          15          -1   -0.999851 0.000143754
          16          -1   -0.999861  0.00013507
          17          -1   -0.999869 0.000127374
          18          -1   -0.999876 0.000120506
          19          -1   -0.999883  0.00011434
          20          -1   -0.999888 0.000108774
           1    -1.01984    -1.01984           0
           2       -1.02    -1.01992 5.52109e-05
           3       -1.02    -1.01995 4.25014e-05
           4       -1.02    -1.01996 3.38096e-05
           5       -1.02    -1.01997 2.79347e-05
           6       -1.02    -1.01997  2.3759e-05
           7       -1.02    -1.01998 2.06537e-05
           8       -1.02    -1.01998 1.82593e-05
           9       -1.02    -1.01998 1.63588e-05
          10       -1.02    -1.01998 1.48146e-05
          11       -1.02    -1.01999 1.35357e-05
          12       -1.02    -1.01999 1.24593e-05
          13       -1.02    -1.01999 1.15411e-05
          14       -1.02    -1.01999 1.07485e-05
          15       -1.02    -1.01999 1.00577e-05
          16       -1.02    -1.01999 9.45008e-06
          17       -1.02    -1.01999 8.91162e-06
          18       -1.02    -1.01999 8.43112e-06
          19       -1.02    -1.01999 7.99974e-06
          20       -1.02    -1.01999  7.6103e-06
