           1    0.999792    0.999792           0
           2           1    0.999896 7.35391e-05
           3           1    0.999931 5.66104e-05
           4           1    0.999948 4.50333e-05
           5           1    0.999958 3.72082e-05
           6           1    0.999965 3.16462e-05
           7           1     0.99997 2.75101e-05
           8           1    0.999974 2.43208e-05
           9           1    0.999977 2.17894e-05
          10           1    0.999979 1.97326e-05
          11           1    0.999981 1.80291e-05
          12           1    0.999983 1.65954e-05
          13           1    0.999984 1.53723e-05
          14           1    0.999985 1.43167e-05
          15           1    0.999986 1.33965e-05
          16           1    0.999987 1.25872e-05
          17           1    0.999988   1.187e-05
          18           1    0.999988   1.123e-05
          19           1    0.999989 1.06554e-05
          20           1     0.99999 1.01367e-05
