           1    0.025244    0.025244           0
           2    0.025284    0.025264 1.41421e-05
           3    0.028004   0.0261773 0.000745793
           4    0.024344    0.025719 0.000685871
           5    0.027512   0.0260776 0.000635565
           6    0.019672     0.02501   0.0011092
           7     0.02614   0.0251714 0.000962418
           8    0.028684   0.0256105 0.000936934
           9    0.024604   0.0254987 0.000839478
          10    0.022768   0.0252256 0.000798708
          11    0.026016   0.0252975 0.000729323
          12    0.027344    0.025468 0.000688197
          13    0.031176   0.0259071  0.00076257
          14    0.027096    0.025992 0.000712814
          15    0.027416   0.0260869 0.000671585
          16    0.025064    0.026023 0.000632646
          17    0.030492   0.0262859 0.000647751
          18     0.02594   0.0262667  0.00061205
          19    0.028636   0.0263914 0.000592404
          20    0.022504    0.026197 0.000593815
