0.152651 -0.520001 0.445633
0.688062 -0.111268 -0.145628
0.637649 -0.183 -1.24183
-0.0407148 -0.830703 0.543053
1.09972 -1.37898 -0.874106
0.973762 1.25059 1.97391
0.104289 0.796817 0.197993
0.508431 0.411962 0.567132
-1.70387 0.679406 -0.62666
0.684841 1.01151 1.5666
-1.0572 -0.508818 1.69597
-0.953593 -0.241913 0.998121
-0.341086 -0.356623 0.84542
-1.04904 -0.0484211 -0.654467
-0.923829 -0.15406 -0.382538
-0.855536 -0.550515 0.750625
0.466011 -0.501536 -0.341125
-0.137041 -0.83183 -1.11326
-0.60756 0.170563 -0.161419
-0.363585 0.41503 -0.473771
-0.0258609 1.56279 -0.557529
0.174517 1.2478 0.349599
-0.497547 0.358958 -0.270415
0.273596 0.0766397 0.0388124
-2.76669 0.0434409 1.15871
-0.00565943 -0.0762231 -0.449446
-0.411537 -0.272332 -0.00375559
-0.504272 -0.779933 -0.707067
-0.223353 -0.532527 -0.133721
0.615492 -0.45046 -1.32907
-0.254643 -1.1815 -0.288168
0.553991 0.228448 0.39504
-0.982822 -0.20895 0.0237865
0.353463 0.471617 0.967304
0.561652 0.325964 -2.04547
1.57803 -0.0826601 0.0165375
2.48696 -0.726525 -1.18644
1.5354 1.48788 -1.55351
1.37859 2.81266 -0.899156
1.00908 1.76153 -0.305679
-1.94485 -0.168655 0.475543
-1.2898 1.483 -2.02435
0.57695 -0.716737 0.409061
-1.18621 0.357193 1.5662
-0.357472 1.08926 -0.53073
0.823993 0.573823 0.489213
0.253461 0.734312 -0.243847
0.728563 0.269005 0.964219
0.114325 -0.42008 -0.13885
0.191717 0.638192 -1.09347
0.598299 -0.291492 0.535571
1.30297 0.757895 0.242897
-0.156044 -1.03496 -0.731695
-0.275049 1.4203 0.243266
-0.422212 -0.664616 1.28809
1.14154 -1.74125 1.03562
0.919443 -2.134 1.89283
1.57676 -0.640103 1.66574
1.26541 -2.20498 -0.0126002
-0.109611 -4.30137 2.49324
-0.46284 -3.31099 2.61368
2.23078 -2.37736 0.25893
1.27856 -0.620016 1.15182
-0.212397 -0.503388 1.1863
-0.376443 -0.667868 -0.492903
0.14025 -0.69974 -0.0956712
0.0394426 -0.271197 -0.0585298
0.413683 1.34425 -0.298123
-0.0439917 -0.549944 -0.00934939
-0.519831 -0.400607 1.02726
2.14621 0.0411812 0.241546
0.415763 0.109815 0.791448
-0.749041 2.21588 -0.236634
-2.13529 -1.1661 -0.101867
-0.804657 -0.761133 0.607586
-2.3538 0.163669 -0.20751
-0.0210188 0.988194 -0.63027
-1.77406 -0.41107 -2.17737
-0.23732 -0.999566 -1.75468
0.354919 0.330249 0.033392
-0.0717291 0.436662 -0.841853
-0.337145 0.735426 -1.13287
-1.55326 0.216449 -1.40465
-0.317171 1.03867 0.756402
-1.16477 0.0803692 0.308842
-0.630867 -1.20183 -0.745866
0.83924 -2.34308 -0.546097
1.42437 -1.82206 -0.90679
1.01824 -2.99163 0.725998
-0.669815 -0.387128 -1.82538
0.979461 -0.567334 -0.915902
1.15331 -0.786922 -0.465052
-0.641583 -0.709921 -0.981658
-0.581101 0.106435 1.00982
-0.926977 0.400222 -0.294825
-0.0457438 -0.357741 -0.653927
-0.175482 0.0772959 0.776874
-0.307315 0.125875 -0.17755
0.252011 0.85749 -0.880411
0.625277 -0.284986 0.587891
0.0281338 -1.04159 -0.248213
0.401012 -0.514364 0.449902
1.05157 -1.26324 0.568591
-0.164371 -0.506167 -0.937634
0.99878 0.565202 0.454205
1.5585 0.786904 0.657725
1.24218 1.02154 2.92133
0.158464 -0.698254 0.704256
1.81434 1.11269 0.692595
3.03708 2.99335 0.209007
1.98645 1.25127 -1.78225
0.456966 -0.192018 -1.72916
0.175822 1.31722 -4.49019
1.4447 0.316995 -4.7401
-1.50005 0.43387 -2.38422
-0.728935 -1.37936 -1.04683
0.109148 0.0877424 -0.482248
-0.322188 1.12058 -0.354946
-0.400484 -0.309316 -0.228034
-1.02426 0.71691 -0.00811474
0.137091 0.733584 -0.475972
0.0717147 -0.115811 -1.72197
-0.122698 0.298764 1.69146
0.939123 -1.57405 -0.680924
-0.681344 -1.2664 -0.667193
-0.237803 0.217431 0.510448
0.225264 0.0991802 -1.11961
0.172825 -0.801133 -2.42985
0.77695 0.912408 -1.1615
0.613953 0.831121 -0.515492
-0.608951 0.123696 0.0145859
-0.723889 -0.598454 0.0851858
-0.741993 0.722573 0.476591
1.07378 -0.594408 0.415187
0.693262 0.0484086 -0.792961
0.702461 -0.240715 0.313004
0.491344 -0.261743 1.49352
0.217436 0.0263111 0.979384
-0.209136 -1.04324 0.161481
0.695844 -1.20973 0.0919959
-0.207572 -1.02895 0.185157
0.975186 -1.3918 -0.486447
-0.773547 -0.622753 -0.876677
1.34401 -2.18071 -0.37049
0.534824 -1.99976 1.56534
0.027911 0.620804 2.87463
-1.07345 -0.107124 2.48525
-2.41433 0.12462 1.11717
-3.76076 1.09886 2.0185
-2.29276 0.372311 1.09929
-1.03646 -1.63863 -0.960117
-0.0699074 -0.213522 -0.194847
-0.476744 0.145921 0.630265
0.460565 0.708171 -1.10135
0.684664 0.0693426 -0.702902
-0.777043 0.684677 0.576909
-0.0591666 0.140575 0.364073
0.102455 -0.27933 -0.327176
2.32918 1.51896 0.657298
-0.276843 1.51946 -0.101445
-0.253469 -0.141407 -0.332624
-1.04245 0.128891 -0.264215
-0.0854758 0.159079 -1.30137
-0.370699 0.409986 -1.33534
0.637831 -0.342002 -1.0069
-1.18122 1.63082 -0.592297
-0.808728 -0.0367225 -1.82772
-0.732068 -0.126932 0.0877851
