10 35.5354
20 25.6835
30 20.8817
40 20.6315
50 20.2913
60 18.4579
70 19.4901
80 19.6165
90 19.3226
100 18.7566
110 19.7929
120 19.2784
130 19.3612
140 20.1063
150 19.2712
160 20.0568
170 19.5078
180 19.7136
190 19.1273
200 19.0897
210 19.6269
220 19.8907
230 20.7147
240 19.5229
250 19.197
260 19.4501
270 20.7846
280 20.0029
290 20.5862
300 19.5406
