           1     166.665     166.665           0
           2     166.667     166.666  0.00046198
           3     166.667     166.666 0.000355631
           4     166.644     166.661  0.00487821
           5     166.659      166.66  0.00391331
           6     166.667     166.661  0.00340267
           7     166.665     166.662  0.00296448
           8     166.667     166.663  0.00265263
           9     166.667     166.663   0.0023977
          10     166.667     166.663  0.00218617
          11     166.592     166.657  0.00652852
          12     166.667     166.658   0.0060358
          13     166.665     166.658  0.00560063
          14     166.667     166.659  0.00523286
          15     166.665     166.659  0.00490203
          16      166.21     166.631   0.0275672
          17     166.667     166.633   0.0260244
          18     166.667     166.635   0.0246446
          19     166.667     166.637   0.0234033
          20     166.667     166.638   0.0222808
