           1    0.847066    0.847066           0
           2    0.907846    0.877456   0.0214893
           3      0.8784    0.877771   0.0143285
           4    0.881917    0.878807   0.0107838
           5    0.932157    0.889477   0.0128648
           6    0.887162    0.889091   0.0107265
           7     0.88023    0.887825   0.0092685
           8     0.86009    0.884358  0.00873433
           9    0.886474    0.884593  0.00776701
          10    0.905101    0.886644  0.00725599
          11    0.877373    0.885801  0.00664513
          12    0.888195    0.886001  0.00609436
          13    0.938547    0.890043   0.0068358
          14    0.914672    0.891802     0.00657
          15    0.874522     0.89065  0.00623219
          16    0.877229    0.889811  0.00589886
          17    0.898544    0.890325  0.00557419
          18    0.857072    0.888478  0.00556222
          19    0.930826    0.890706  0.00569856
          20    0.880899    0.890216  0.00543469
