           1     47.5309     47.5309           0
           2     49.0226     48.2767    0.527393
           3     50.4357     48.9964    0.684745
           4     38.9329     46.4805     2.23852
           5      39.401     45.0646     2.19336
           6     40.0763     44.2332      1.9791
           7     36.8203     43.1742     1.95932
           8     41.5525     42.9715     1.72486
           9     42.7789     42.9501     1.53334
          10     36.7058     42.3257     1.50178
          11     37.5903     41.8952     1.42562
          12     53.2061     42.8378     1.58814
          13     47.0729     43.1635     1.49901
          14     42.8682     43.1425     1.39209
          15     39.0882     42.8722     1.32526
          16     37.4688     42.5345     1.28474
          17     47.6898     42.8377     1.24444
          18     43.8994     42.8967     1.17671
          19     46.8616     43.1054     1.13313
          20     45.0187      43.201      1.0805
