      0.75        0.6  -0.432098
      0.75     0.6025  -0.434346
      0.75      0.605  -0.433819
      0.75     0.6075  -0.434393
      0.75       0.61  -0.436633
      0.75     0.6125  -0.438013
      0.75      0.615  -0.436493
      0.75     0.6175   -0.43733
      0.75       0.62  -0.436182
      0.75     0.6225  -0.437137
      0.75      0.625  -0.436038
      0.75     0.6275  -0.437495
      0.75       0.63   -0.43799
      0.75     0.6325   -0.43608
      0.75      0.635  -0.437578
      0.75     0.6375  -0.431861
      0.75       0.64  -0.434729
      0.75     0.6425  -0.432745
      0.75      0.645  -0.433671
      0.75     0.6475  -0.433069
      0.75       0.65   -0.43341
     0.755        0.6  -0.435701
     0.755     0.6025  -0.434983
     0.755      0.605  -0.435801
     0.755     0.6075  -0.435173
     0.755       0.61  -0.434666
     0.755     0.6125  -0.438872
     0.755      0.615  -0.437162
     0.755     0.6175  -0.436249
     0.755       0.62  -0.438348
     0.755     0.6225  -0.439042
     0.755      0.625  -0.439693
     0.755     0.6275  -0.436864
     0.755       0.63  -0.437214
     0.755     0.6325   -0.43889
     0.755      0.635  -0.437971
     0.755     0.6375  -0.436849
     0.755       0.64  -0.434887
     0.755     0.6425   -0.43637
     0.755      0.645  -0.434434
     0.755     0.6475  -0.433176
     0.755       0.65  -0.435946
      0.76        0.6  -0.437141
      0.76     0.6025  -0.436474
      0.76      0.605   -0.43972
      0.76     0.6075  -0.437431
      0.76       0.61  -0.435889
      0.76     0.6125  -0.437023
      0.76      0.615  -0.436743
      0.76     0.6175    -0.4388
      0.76       0.62  -0.437854
      0.76     0.6225  -0.439592
      0.76      0.625  -0.436503
      0.76     0.6275  -0.437355
      0.76       0.63  -0.437015
      0.76     0.6325  -0.437035
      0.76      0.635  -0.437879
      0.76     0.6375  -0.440027
      0.76       0.64  -0.438029
      0.76     0.6425  -0.436834
      0.76      0.645  -0.437396
      0.76     0.6475  -0.433994
      0.76       0.65  -0.436702
     0.765        0.6  -0.437301
     0.765     0.6025  -0.440032
     0.765      0.605  -0.439237
     0.765     0.6075  -0.441182
     0.765       0.61  -0.440479
     0.765     0.6125    -0.4405
     0.765      0.615  -0.439733
     0.765     0.6175  -0.437951
     0.765       0.62  -0.437755
     0.765     0.6225  -0.439235
     0.765      0.625  -0.441027
     0.765     0.6275  -0.440169
     0.765       0.63  -0.438611
     0.765     0.6325  -0.440561
     0.765      0.635  -0.441136
     0.765     0.6375  -0.438416
     0.765       0.64  -0.435664
     0.765     0.6425  -0.435768
     0.765      0.645   -0.43549
     0.765     0.6475   -0.43467
     0.765       0.65  -0.435289
      0.77        0.6  -0.443158
      0.77     0.6025  -0.441431
      0.77      0.605  -0.438214
      0.77     0.6075   -0.44234
      0.77       0.61  -0.439504
      0.77     0.6125  -0.440693
      0.77      0.615  -0.440043
      0.77     0.6175  -0.441362
      0.77       0.62  -0.440622
      0.77     0.6225  -0.438907
      0.77      0.625   -0.44078
      0.77     0.6275  -0.437924
      0.77       0.63  -0.439177
      0.77     0.6325  -0.440285
      0.77      0.635  -0.441171
      0.77     0.6375  -0.439361
      0.77       0.64  -0.438708
      0.77     0.6425  -0.437789
      0.77      0.645   -0.43815
      0.77     0.6475  -0.436738
      0.77       0.65  -0.434981
     0.775        0.6  -0.439277
     0.775     0.6025  -0.439651
     0.775      0.605  -0.442905
     0.775     0.6075  -0.439493
     0.775       0.61  -0.438516
     0.775     0.6125  -0.440772
     0.775      0.615  -0.442502
     0.775     0.6175  -0.440244
     0.775       0.62  -0.440492
     0.775     0.6225  -0.439698
     0.775      0.625  -0.443219
     0.775     0.6275  -0.444547
     0.775       0.63  -0.441739
     0.775     0.6325  -0.439768
     0.775      0.635  -0.437913
     0.775     0.6375  -0.440785
     0.775       0.64  -0.439936
     0.775     0.6425  -0.437638
     0.775      0.645  -0.439413
     0.775     0.6475  -0.436225
     0.775       0.65   -0.43886
      0.78        0.6  -0.440862
      0.78     0.6025  -0.438634
      0.78      0.605  -0.438829
      0.78     0.6075  -0.441904
      0.78       0.61  -0.439907
      0.78     0.6125  -0.439907
      0.78      0.615  -0.443245
      0.78     0.6175  -0.443339
      0.78       0.62  -0.443661
      0.78     0.6225  -0.442864
      0.78      0.625  -0.444426
      0.78     0.6275  -0.444314
      0.78       0.63  -0.445592
      0.78     0.6325  -0.443487
      0.78      0.635   -0.44161
      0.78     0.6375  -0.439026
      0.78       0.64  -0.440363
      0.78     0.6425  -0.441192
      0.78      0.645  -0.436909
      0.78     0.6475  -0.436458
      0.78       0.65  -0.437402
     0.785        0.6  -0.438697
     0.785     0.6025  -0.442311
     0.785      0.605  -0.439885
     0.785     0.6075  -0.440379
     0.785       0.61   -0.43986
     0.785     0.6125  -0.442904
     0.785      0.615  -0.444375
     0.785     0.6175   -0.44034
     0.785       0.62  -0.443119
     0.785     0.6225  -0.443428
     0.785      0.625  -0.444498
     0.785     0.6275  -0.441943
     0.785       0.63  -0.443349
     0.785     0.6325   -0.44349
     0.785      0.635  -0.443998
     0.785     0.6375   -0.44501
     0.785       0.64  -0.442494
     0.785     0.6425  -0.443563
     0.785      0.645  -0.441013
     0.785     0.6475  -0.441565
     0.785       0.65   -0.43981
      0.79        0.6  -0.443952
      0.79     0.6025  -0.442999
      0.79      0.605  -0.441202
      0.79     0.6075  -0.442627
      0.79       0.61  -0.443075
      0.79     0.6125  -0.444501
      0.79      0.615  -0.440481
      0.79     0.6175  -0.443637
      0.79       0.62  -0.445973
      0.79     0.6225  -0.443278
      0.79      0.625  -0.444324
      0.79     0.6275  -0.445241
      0.79       0.63  -0.443965
      0.79     0.6325  -0.446624
      0.79      0.635  -0.443624
      0.79     0.6375  -0.443294
      0.79       0.64  -0.444612
      0.79     0.6425  -0.443104
      0.79      0.645  -0.443612
      0.79     0.6475  -0.441217
      0.79       0.65  -0.443206
     0.795        0.6  -0.442982
     0.795     0.6025  -0.443746
     0.795      0.605  -0.443356
     0.795     0.6075  -0.443799
     0.795       0.61  -0.442994
     0.795     0.6125  -0.443086
     0.795      0.615  -0.445641
     0.795     0.6175  -0.446665
     0.795       0.62  -0.444942
     0.795     0.6225  -0.448745
     0.795      0.625  -0.446591
     0.795     0.6275  -0.446646
     0.795       0.63  -0.445788
     0.795     0.6325  -0.444747
     0.795      0.635  -0.445504
     0.795     0.6375   -0.44161
     0.795       0.64  -0.443072
     0.795     0.6425   -0.44139
     0.795      0.645  -0.442827
     0.795     0.6475   -0.44153
     0.795       0.65  -0.440995
       0.8        0.6  -0.444388
       0.8     0.6025  -0.443221
       0.8      0.605  -0.446443
       0.8     0.6075   -0.44684
       0.8       0.61  -0.444876
       0.8     0.6125  -0.443425
       0.8      0.615   -0.44544
       0.8     0.6175  -0.447429
       0.8       0.62   -0.44873
       0.8     0.6225  -0.444648
       0.8      0.625  -0.445371
       0.8     0.6275  -0.444744
       0.8       0.63   -0.44405
       0.8     0.6325  -0.445295
       0.8      0.635  -0.443703
       0.8     0.6375  -0.446295
       0.8       0.64  -0.443566
       0.8     0.6425  -0.442711
       0.8      0.645  -0.441579
       0.8     0.6475  -0.442373
       0.8       0.65  -0.442944
     0.805        0.6  -0.442454
     0.805     0.6025  -0.441929
     0.805      0.605  -0.442889
     0.805     0.6075  -0.444185
     0.805       0.61   -0.44458
     0.805     0.6125  -0.446026
     0.805      0.615  -0.447493
     0.805     0.6175  -0.444787
     0.805       0.62  -0.443619
     0.805     0.6225  -0.445064
     0.805      0.625  -0.446166
     0.805     0.6275  -0.445565
     0.805       0.63   -0.44495
     0.805     0.6325  -0.446616
     0.805      0.635  -0.443599
     0.805     0.6375  -0.442437
     0.805       0.64  -0.441351
     0.805     0.6425  -0.440772
     0.805      0.645  -0.442065
     0.805     0.6475  -0.440195
     0.805       0.65  -0.441385
      0.81        0.6  -0.443674
      0.81     0.6025  -0.444293
      0.81      0.605  -0.443581
      0.81     0.6075  -0.446357
      0.81       0.61  -0.445893
      0.81     0.6125  -0.446265
      0.81      0.615  -0.445678
      0.81     0.6175  -0.446268
      0.81       0.62  -0.444116
      0.81     0.6225  -0.445944
      0.81      0.625  -0.446738
      0.81     0.6275  -0.444688
      0.81       0.63  -0.445225
      0.81     0.6325  -0.444664
      0.81      0.635   -0.44464
      0.81     0.6375   -0.44732
      0.81       0.64  -0.443589
      0.81     0.6425   -0.44074
      0.81      0.645  -0.443015
      0.81     0.6475  -0.442607
      0.81       0.65  -0.441721
     0.815        0.6  -0.439557
     0.815     0.6025  -0.440425
     0.815      0.605  -0.441244
     0.815     0.6075   -0.44261
     0.815       0.61  -0.446628
     0.815     0.6125  -0.443207
     0.815      0.615  -0.443867
     0.815     0.6175  -0.445026
     0.815       0.62  -0.446935
     0.815     0.6225  -0.446667
