     0.815      0.625  -0.443187
     0.815     0.6275  -0.442725
     0.815       0.63   -0.44223
     0.815     0.6325  -0.445811
     0.815      0.635  -0.444448
     0.815     0.6375  -0.443242
     0.815       0.64  -0.446248
     0.815     0.6425  -0.446812
     0.815      0.645  -0.441329
     0.815     0.6475  -0.443286
     0.815       0.65  -0.442845
      0.82        0.6  -0.441422
      0.82     0.6025  -0.445052
      0.82      0.605  -0.442303
      0.82     0.6075   -0.44277
      0.82       0.61  -0.441438
      0.82     0.6125  -0.444342
      0.82      0.615  -0.448269
      0.82     0.6175  -0.443835
      0.82       0.62  -0.443513
      0.82     0.6225  -0.442594
      0.82      0.625  -0.443341
      0.82     0.6275  -0.443791
      0.82       0.63  -0.443997
      0.82     0.6325  -0.443178
      0.82      0.635  -0.442022
      0.82     0.6375  -0.439152
      0.82       0.64  -0.441319
      0.82     0.6425  -0.443185
      0.82      0.645  -0.444756
      0.82     0.6475  -0.442491
      0.82       0.65  -0.440701
     0.825        0.6  -0.440895
     0.825     0.6025  -0.441426
     0.825      0.605  -0.440903
     0.825     0.6075  -0.441252
     0.825       0.61  -0.441711
     0.825     0.6125  -0.443348
     0.825      0.615  -0.444285
     0.825     0.6175   -0.44627
     0.825       0.62  -0.445208
     0.825     0.6225   -0.44016
     0.825      0.625  -0.445676
     0.825     0.6275  -0.443898
     0.825       0.63  -0.439733
     0.825     0.6325  -0.443632
     0.825      0.635   -0.44232
     0.825     0.6375  -0.437389
     0.825       0.64  -0.441514
     0.825     0.6425   -0.43831
     0.825      0.645   -0.44093
     0.825     0.6475  -0.436839
     0.825       0.65  -0.439394
      0.83        0.6  -0.441271
      0.83     0.6025  -0.439351
      0.83      0.605  -0.442545
      0.83     0.6075  -0.441306
      0.83       0.61  -0.441902
      0.83     0.6125  -0.443955
      0.83      0.615  -0.440368
      0.83     0.6175  -0.440995
      0.83       0.62  -0.443267
      0.83     0.6225  -0.439475
      0.83      0.625   -0.44445
      0.83     0.6275  -0.441344
      0.83       0.63  -0.440603
      0.83     0.6325  -0.440922
      0.83      0.635  -0.437212
      0.83     0.6375  -0.439815
      0.83       0.64  -0.436862
      0.83     0.6425  -0.434278
      0.83      0.645  -0.436222
      0.83     0.6475  -0.437063
      0.83       0.65  -0.432685
     0.835        0.6  -0.441094
     0.835     0.6025  -0.441005
     0.835      0.605  -0.439461
     0.835     0.6075  -0.442751
     0.835       0.61  -0.438176
     0.835     0.6125   -0.43976
     0.835      0.615  -0.441585
     0.835     0.6175  -0.440393
     0.835       0.62  -0.440872
     0.835     0.6225  -0.441066
     0.835      0.625  -0.443799
     0.835     0.6275  -0.441051
     0.835       0.63   -0.44137
     0.835     0.6325  -0.435612
     0.835      0.635  -0.437864
     0.835     0.6375   -0.43716
     0.835       0.64  -0.438346
     0.835     0.6425  -0.436566
     0.835      0.645  -0.435315
     0.835     0.6475  -0.435474
     0.835       0.65  -0.435556
      0.84        0.6  -0.434632
      0.84     0.6025  -0.435892
      0.84      0.605  -0.435608
      0.84     0.6075  -0.435363
      0.84       0.61  -0.436128
      0.84     0.6125  -0.438697
      0.84      0.615  -0.435628
      0.84     0.6175  -0.439656
      0.84       0.62  -0.436405
      0.84     0.6225  -0.439118
      0.84      0.625  -0.436398
      0.84     0.6275  -0.434589
      0.84       0.63  -0.436565
      0.84     0.6325  -0.433231
      0.84      0.635  -0.431528
      0.84     0.6375  -0.428728
      0.84       0.64  -0.434729
      0.84     0.6425  -0.433418
      0.84      0.645  -0.431705
      0.84     0.6475  -0.433975
      0.84       0.65  -0.430072
     0.845        0.6  -0.430733
     0.845     0.6025  -0.433697
     0.845      0.605  -0.436085
     0.845     0.6075  -0.435793
     0.845       0.61  -0.431533
     0.845     0.6125  -0.436275
     0.845      0.615  -0.437938
     0.845     0.6175  -0.433422
     0.845       0.62  -0.436569
     0.845     0.6225  -0.435576
     0.845      0.625  -0.436803
     0.845     0.6275   -0.43377
     0.845       0.63   -0.43321
     0.845     0.6325  -0.436731
     0.845      0.635  -0.435415
     0.845     0.6375  -0.430355
     0.845       0.64  -0.430977
     0.845     0.6425  -0.429721
     0.845      0.645  -0.432131
     0.845     0.6475  -0.429761
     0.845       0.65  -0.427993
      0.85        0.6  -0.429706
      0.85     0.6025  -0.432002
      0.85      0.605  -0.432875
      0.85     0.6075  -0.433198
      0.85       0.61  -0.431034
      0.85     0.6125  -0.432661
      0.85      0.615  -0.436499
      0.85     0.6175  -0.435314
      0.85       0.62  -0.434817
      0.85     0.6225  -0.431106
      0.85      0.625  -0.432332
      0.85     0.6275  -0.433621
      0.85       0.63  -0.432169
      0.85     0.6325  -0.428716
      0.85      0.635   -0.43401
      0.85     0.6375  -0.433448
      0.85       0.64   -0.42933
      0.85     0.6425  -0.425146
      0.85      0.645  -0.429501
      0.85     0.6475  -0.427828
      0.85       0.65  -0.424604
     0.795     0.6225  -0.448745
