           1    0.020828    0.020828           0
           2    0.017904    0.019366  0.00103379
           3    0.012584   0.0171053   0.0019703
           4    0.027436    0.019688  0.00268072
           5      0.0235   0.0204504  0.00225038
           6    0.013156   0.0192347   0.0021791
           7    0.011784   0.0181703  0.00211181
           8     0.02418   0.0189215  0.00197694
           9    0.014192    0.018396  0.00182579
          10    0.008844   0.0174408  0.00187651
          11    0.010092   0.0167727  0.00182096
          12    0.015216    0.016643  0.00167383
          13     0.01712   0.0166797  0.00154548
          14    0.021704   0.0170386  0.00147617
          15     0.02936     0.01786  0.00158996
          16    0.016936   0.0178023  0.00149164
          17     0.02412   0.0181739  0.00144945
          18    0.023924   0.0184933  0.00140368
          19     0.02234   0.0186958  0.00134433
          20    0.021612   0.0188416  0.00128499
