           1    0.014436    0.014436           0
           2    0.012872    0.013654 0.000552958
           3    0.012984   0.0134307 0.000411274
           4    0.022584    0.015719  0.00200562
           5    0.019272   0.0164296  0.00172579
           6    0.006988    0.014856  0.00203269
           7    0.009104   0.0140343  0.00190115
           8    0.016728    0.014371  0.00169306
           9    0.009328   0.0138107  0.00159498
          10    0.002464    0.012676  0.00179425
          11    0.008812   0.0123247  0.00166516
          12    0.012136    0.012309  0.00152647
          13    0.015732   0.0125723  0.00143158
          14    0.016888   0.0128806  0.00136211
          15     0.02026   0.0133725  0.00135724
          16    0.014484    0.013442  0.00127419
          17    0.017352    0.013672  0.00121982
          18    0.021376      0.0141  0.00122484
          19    0.018452   0.0143291   0.0011816
          20    0.018944   0.0145598  0.00114483
