           1    0.092856    0.092856           0
           2    0.075864     0.08436  0.00600758
           3    0.071992   0.0802373  0.00523177
           4    0.090336    0.082762  0.00449186
           5    0.106012    0.087412  0.00549647
           6    0.046548   0.0806013  0.00772233
           7    0.052236   0.0765491  0.00760838
           8    0.092736   0.0785725  0.00692115
           9     0.07198     0.07784  0.00619077
          10    0.074284   0.0774844   0.0055819
          11     0.07066    0.076864  0.00510882
          12    0.063532    0.075753  0.00480236
          13    0.071836   0.0754517  0.00444239
          14    0.078908   0.0756986  0.00413193
          15    0.098056   0.0771891  0.00411653
          16    0.068992   0.0766768    0.003891
          17     0.07612    0.076644  0.00366225
          18     0.06768    0.076146  0.00349249
          19    0.064484   0.0755322  0.00336218
          20     0.06818   0.0751646   0.0032141
